airzone,site,location,instrument,parameter,year,annual metric,annual metric (tfee-adjusted),24-hour metric,24-hour metric (tfee-adjusted),no adjustment,adjusted
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2020,6.9,6.3,21,16,orange,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2021,6.1,5.8,15,12,yellow,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2022,6.4,5.8,18,14,yellow,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2023,6.2,5.9,16,14,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2013,5.1,5.1,13,13,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2014,5.6,5.6,14,14,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2015,6.2,6.1,15,15,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2016,5.6,5.5,14,14,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2017,5.6,5.3,19,14,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2018,5.9,5.2,23,15,orange,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2019,6.5,5.8,24,16,orange,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2020,6.3,5.5,22,15,orange,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2021,6.1,5.4,19,13,yellow,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2022,6.2,5.3,21,15,orange,yellow
Lower Fraser Valley,North Delta,North Delta,PM25 SHARP5030,pm25,2023,5.7,5.5,16,15,yellow,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2013,4.5,4.5,12,12,yellow,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2014,4.7,4.7,13,13,yellow,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2015,5.3,5.1,13,13,yellow,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2016,4.9,4.8,12,12,yellow,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2017,5.3,4.6,24,12,orange,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2018,5.6,4.7,31,14,red,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2019,5.8,4.8,32,14,red,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2020,5.6,4.6,35,13,red,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2021,4.8,4.1,27,10,orange,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2022,5.1,4.2,30,12,red,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,PM25 SHARP5030,pm25,2023,4.7,4.4,15,13,yellow,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2013,5.4,5.4,12,12,yellow,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2014,6.5,6.5,15,15,orange,orange
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2015,6.4,6.3,15,14,yellow,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2016,6.1,6,13,13,yellow,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2017,6.4,5.8,25,12,orange,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2018,6.9,5.9,30,14,red,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2019,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2020,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2021,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2022,6.6,5.9,20,15,orange,yellow
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,PM25 SHARP5030,pm25,2023,6.5,6.3,20,18,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2013,4.1,4.1,11,11,yellow,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2014,5,5,15,15,yellow,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2015,5.8,5.7,17,17,yellow,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2016,5.1,5.1,16,15,yellow,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2017,5.2,4.7,23,15,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2018,5.6,4.8,28,15,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2019,6.1,5.3,28,15,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2020,6.1,5.1,31,15,red,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2021,5.3,4.5,24,12,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2022,5.3,4.4,26,13,orange,yellow
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,PM25 SHARP5030,pm25,2023,4.7,4.5,15,14,yellow,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2013,5.1,5.1,13,13,yellow,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2014,5.8,5.8,15,15,yellow,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2015,6.4,6.2,14,14,yellow,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2016,5.9,5.7,13,13,yellow,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2017,6,5.4,23,12,orange,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2018,6.1,5.2,29,13,red,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2019,6.1,5.2,29,13,red,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2020,6,4.9,33,13,red,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2021,5.4,4.6,25,11,orange,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2022,5.6,4.7,28,13,red,yellow
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,PM25 SHARP5030,pm25,2023,5.1,4.9,15,14,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2013,5.6,5.6,14,14,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2014,6.4,6.4,17,17,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2015,6.3,6.2,17,17,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2016,5.6,5.6,16,16,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2017,5.7,5.6,17,16,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2018,6.1,5.6,22,16,orange,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2019,6.5,6,22,17,orange,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2020,6.8,5.7,25,15,orange,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2021,5.9,5.2,19,13,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2022,5.7,4.9,19,12,yellow,yellow
Lower Fraser Valley,Richmond South,Richmond-South,PM25 SHARP5030,pm25,2023,4.9,4.8,14,13,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2013,4.7,4.7,12,12,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2014,5.2,5.2,14,14,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2015,5.9,5.8,17,16,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2016,5.5,5.4,15,15,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2017,5.5,5.3,16,15,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2018,5.7,5.2,19,15,yellow,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2019,6.1,5.7,20,15,orange,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2020,6.6,5.5,29,15,red,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2021,5.9,5.1,22,13,orange,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2022,6.1,5.2,25,14,orange,yellow
Lower Fraser Valley,Surrey East,Surrey East,PM25 SHARP5030,pm25,2023,5.6,5.4,17,15,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2013,4.2,4.2,11,11,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2014,4.7,4.7,13,13,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2015,5.2,5.2,14,14,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2016,4.5,4.5,12,11,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2017,4.5,4.4,15,13,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2018,4.6,4.2,18,13,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2019,4.9,4.4,19,14,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2020,5.1,4.2,16,11,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2021,4.6,4.1,12,10,yellow,yellow
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2022,4.7,3.9,13,10,yellow,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,PM25 SHARP5030,pm25,2023,4.2,4,12,11,yellow,yellow
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2016,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2017,8,7.5,26,20,orange,orange
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2018,8.2,7.5,30,20,red,orange
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2019,8.2,7.5,31,21,red,orange
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2020,7.9,6.9,35,18,red,orange
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2021,7.1,6.3,26,15,orange,yellow
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2022,7,6.1,27,15,orange,yellow
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,PM25 SHARP5030,pm25,2023,6.5,6.3,17,16,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2013,4.2,4.2,11,11,yellow,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2014,5.3,5.3,14,14,yellow,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2015,6.2,6.2,17,17,yellow,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2016,5.8,5.8,15,15,yellow,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2017,5.7,5.6,17,16,yellow,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2018,6,5.6,20,16,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2019,6.1,5.6,21,17,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2020,6.1,5.1,26,15,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2021,5.3,4.6,20,12,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2022,5.4,4.6,21,13,orange,yellow
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,PM25 SHARP5030,pm25,2023,5.1,4.9,13,13,yellow,yellow
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2013,4.9,4.9,13,13,yellow,yellow
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2014,5.3,5.3,14,14,yellow,yellow
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2015,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2016,NA,NA,NA,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2017,5.8,5.6,17,16,yellow,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2018,6.8,5.9,28,18,orange,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2019,7.4,6.1,34,19,red,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2020,7,5.8,32,18,red,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2021,5.2,4.9,21,16,orange,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2022,5.6,5.2,23,19,orange,yellow
Northeast,Fort St John Key Learning Centre,FortSt.John,PM25 SHARP5030,pm25,2023,10.1,9.8,63,59,red,red
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2013,7.5,7.5,18,18,orange,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2014,7.6,7.5,19,19,orange,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2015,7.8,7.7,21,20,orange,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2016,7.3,7.1,19,18,orange,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2018,11.8,7.6,80,20,red,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2019,11.9,7.7,80,21,red,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2020,11.6,7.2,74,18,red,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2021,12.3,6.9,105,17,red,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2022,12.8,7.2,107,18,red,orange
Southern Interior,Castlegar Zinio Park,Castlegar,SHARP,pm25,2023,12.5,8.4,102,28,red,red
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2020,5.6,5.2,15,14,yellow,yellow
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2021,6.9,5.9,29,17,red,yellow
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2022,8.1,6.7,35,21,red,orange
Southern Interior,Cranbrook Muriel Baxter,Cranbrook,PM25_SHARP5030i,pm25,2023,9.3,8.2,45,31,red,red
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2013,4.4,4.4,13,13,yellow,yellow
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2014,4.5,4.4,14,13,yellow,yellow
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2015,4.7,4.5,15,14,yellow,yellow
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Creston PC School,Creston PC School,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Elkford Rocky Mountain Elementary School,Elkford,PM25 SHARP5030,pm25,2023,7.3,6.9,41,34,red,red
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2015,6.5,6.5,19,19,orange,orange
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2016,6.5,6.5,19,19,orange,orange
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2015,9.2,9.2,26,26,orange,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2016,8.5,8.5,23,23,orange,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2017,9.5,8.3,36,23,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2018,10.3,7.9,52,20,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2019,10.8,8.5,54,22,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2020,9.9,8.3,42,22,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2021,10.5,8.4,48,23,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2022,11,8.7,50,24,red,orange
Southern Interior,Golden Helipad,Golden,PM25_SHARP5030i,pm25,2023,12.1,10.1,59,36,red,red
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2013,5.9,5.9,16,16,yellow,yellow
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Golden Hospital,Golden-Hospital,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
